countrycode,countryname,regioncode,coveragetype,year,datayear,datatype,isinterpolated,usemicrodata,ppp,povertyline,mean,headcount,povertygap,povertygapsq,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10
BLR,Belarus,ECA,3,2015,2015,,FALSE,TRUE,1832.434763,1.9,578.91115500504,0,0,0,0,0.2563,520.3,0.1081,,9.49,0.04065,0.05643,0.06683,0.07584,0.08491,0.0946,0.1058,0.1204,0.1424,0.2121
BLR,Belarus,ECA,3,2016,2016,,FALSE,TRUE,1832.434763,1.9,556.160851777422,0,0,0,0,0.2531,496.9,0.1054,,9.5,0.04159,0.05732,0.06772,0.07659,0.08491,0.09418,0.1045,0.1187,0.1418,0.2127
BLR,Belarus,ECA,3,2017,2017,,FALSE,TRUE,1832.434763,1.9,571.142123767865,0,0,0,0,0.2544,512.3,0.1061,,9.5,0.04248,0.05678,0.0663,0.07606,0.08473,0.09398,0.1054,0.1193,0.1422,0.2128
BLR,Belarus,ECA,3,2018,2018,,FALSE,TRUE,1832.434763,1.9,620.094019878937,0,0,0,0,0.2524,548.3,0.1046,,9.49,0.0427,0.05784,0.06761,0.07628,0.08483,0.09314,0.104,0.1185,0.1411,0.214
BEL,Belgium,OHI,3,1985,1985,,FALSE,TRUE,0.87901397,1.9,914.985750941516,0.002402,0.001934,0.001557,0.003928,0.252,829.5,0.1132,,9.86,0.04037,0.05667,0.06687,0.07664,0.08612,0.09598,0.1072,0.1211,0.1426,0.2064
BEL,Belgium,OHI,3,1988,1988,,FALSE,TRUE,0.87901397,1.9,962.145517865855,0.004778,0.004645,0.004519,0.006713,0.2571,873.4,0.1419,,9.9,0.03894,0.05686,0.06679,0.07645,0.08588,0.0951,0.1061,0.1208,0.1423,0.2107
BEL,Belgium,OHI,3,1992,1992,,FALSE,TRUE,0.87901397,1.9,1035.3170100128,0.009833,0.007789,0.007198,9.831e-4,0.2495,947.9,0.1663,,10.05,0.03742,0.05787,0.06833,0.07758,0.08667,0.09708,0.1082,0.1221,0.1434,0.2014
BEL,Belgium,OHI,3,1995,1995,,FALSE,TRUE,0.87901397,1.9,1240.69475887638,0.004124,0.003777,0.003492,0.003373,0.2841,1097,0.1666,,10.14,0.03336,0.05283,0.06465,0.07457,0.08353,0.09332,0.1053,0.1197,0.1443,0.2285
BEL,Belgium,OHI,3,1997,1997,,FALSE,TRUE,0.87901397,1.9,1219.96666551665,0.004925,0.002805,0.002152,0.00658,0.2683,1089,0.1362,,10.18,0.03476,0.05541,0.06629,0.07637,0.08508,0.0944,0.1056,0.1215,0.1449,0.2157
BEL,Belgium,OHI,3,2000,2000,,FALSE,TRUE,0.87901397,1.9,1463.88732863429,0.003055,0.003015,0.002976,0.006326,0.3314,1186,0.225,,10.25,0.0331,0.0505,0.06029,0.06856,0.07677,0.08581,0.09626,0.112,0.1336,0.2831
BEL,Belgium,OHI,3,2003,2003,,FALSE,TRUE,0.87901397,1.9,1312.19697254214,0.002944,0.001552,0.00128,0.002782,0.2814,1170,0.1478,,10.38,0.03273,0.05274,0.06461,0.07462,0.08443,0.09425,0.1059,0.121,0.1472,0.2225
BEL,Belgium,OHI,3,2004,2004,,FALSE,TRUE,0.87901397,1.9,1415.92857056944,5.202e-4,2.454e-4,1.769e-4,3.771e-4,0.3054,1208,0.1716,,10.42,0.0337,0.05066,0.062330000000000003,0.07163,0.08092,0.09048,0.1014,0.1173,0.1404,0.2512
BEL,Belgium,OHI,3,2005,2005,,FALSE,TRUE,0.87901397,1.9,1414.30812111365,0.001931,0.001382,0.001174,0.00166,0.2934,1227,0.161,,10.48,0.03392,0.05259,0.06371,0.07279,0.08181,0.09146,0.1029,0.119,0.143,0.2388
BEL,Belgium,OHI,3,2006,2006,,FALSE,TRUE,0.87901397,1.9,1390.36005030122,0.001689,0.00126,0.001068,0.001295,0.2805,1229,0.1418,,10.55,0.03409,0.05289,0.06479,0.0743,0.08354,0.09369,0.106,0.1213,0.1453,0.2241
BEL,Belgium,OHI,3,2007,2007,,FALSE,TRUE,0.87901397,1.9,1430.76452416309,0.001515,8.661e-4,7.006e-4,0.001217,0.2924,1241,0.154,,10.63,0.03372,0.05199,0.06336,0.07306,0.08199,0.0921,0.1038,0.1196,0.145,0.2354
BEL,Belgium,OHI,3,2008,2008,,FALSE,TRUE,0.87901397,1.9,1449.95714202103,0.001184,7.763e-4,6.53e-4,6.279e-4,0.2837,1265,0.1438,,10.71,0.03424,0.05247,0.06459,0.07415,0.08299,0.0927,0.1055,0.1216,0.1446,0.2272
BEL,Belgium,OHI,3,2009,2009,,FALSE,TRUE,0.87901397,1.9,1464.97908408991,0.001076,5.787e-4,4.9e-4,5.49e-4,0.2855,1284,0.1474,,10.8,0.03216,0.05249,0.06494,0.07439,0.0834,0.09343,0.1053,0.122,0.1447,0.2271
BEL,Belgium,OHI,3,2010,2010,,FALSE,TRUE,0.87901397,1.9,1454.16582448499,0.001371,0.001036,9.069e-4,0.001281,0.2838,1290,0.1482,,10.9,0.03274,0.05281,0.06462,0.07482,0.08425,0.09367,0.1049,0.1205,0.1444,0.2274
BEL,Belgium,OHI,3,2011,2011,,FALSE,TRUE,0.87901397,1.9,1418.73440142011,0.001683,9.225e-4,7.18e-4,9.486e-4,0.2806,1272,0.1435,,11.04,0.03304,0.05252,0.06446,0.07516,0.08492,0.0947,0.1061,0.1211,0.1444,0.2235
BEL,Belgium,OHI,3,2012,2012,,FALSE,TRUE,0.87901397,1.9,1459.04466483707,0.001566,0.00136,0.001265,0.002121,0.2749,1310,0.1397,,11.11,0.03352,0.05335,0.06544,0.07608,0.08517,0.0948,0.1066,0.1212,0.1444,0.2194
BEL,Belgium,OHI,3,2013,2013,,FALSE,TRUE,0.87901397,1.9,1456.01057746114,0.001445,0.001275,0.001162,0.001643,0.2767,1310,0.1402,,11.16,0.0331,0.05247,0.06522,0.07545,0.0851,0.09535,0.1071,0.1225,0.1454,0.2183
BEL,Belgium,OHI,3,2014,2014,,FALSE,TRUE,0.87901397,1.9,1473.47352191191,7.65e-4,5.533e-4,4.417e-4,9.533e-4,0.2813,1313,0.1399,,11.21,0.03409,0.05198,0.06419,0.0747,0.08415,0.09417,0.1065,0.1216,0.1444,0.2242
BEL,Belgium,OHI,3,2015,2015,,FALSE,TRUE,0.87901397,1.9,1490.91300664951,7.076e-4,5.608e-4,4.674e-4,7.106e-4,0.2773,1352,0.1365,,11.27,0.03425,0.05186,0.06481,0.07553,0.08566,0.09524,0.1065,0.1209,0.143,0.2223
BEL,Belgium,OHI,3,2016,2016,,FALSE,TRUE,0.87901397,1.9,1474.79632965672,5.982e-4,5.612e-4,5.416e-4,8.807e-4,0.2758,1338,0.1367,,11.33,0.03391,0.05237,0.06519,0.07628,0.08591,0.09536,0.1062,0.1204,0.1428,0.2216
BEL,Belgium,OHI,3,2017,2017,,FALSE,TRUE,0.87901397,1.9,1490.95450996767,0.001315,0.001051,8.776e-4,8.93e-4,0.2737,1345,0.1367,,11.38,0.03337,0.0534,0.06576,0.07632,0.08597,0.09531,0.1065,0.1207,0.1436,0.219
BLZ,Belize,LAC,3,1993,1993,,FALSE,TRUE,1.182611229,1.9,341.143372180068,0.1009,0.05015,0.03258,0.08195,0.6025,169.7,0.7124,,0.2,0.008472,0.02114,0.02854,0.03667,0.04525,0.05523,0.07056,0.09123,0.1316,0.5113
BLZ,Belize,LAC,3,1994,1994,,FALSE,TRUE,1.182611229,1.9,331.643665490672,0.09876,0.04544,0.02997,0.06238,0.6091,160.4,0.7355,,0.2,0.009887,0.02101,0.02865,0.03656,0.04449,0.05302,0.06661,0.08581,0.129,0.525
BLZ,Belize,LAC,3,1995,1995,,FALSE,TRUE,1.182611229,1.9,421.053014974512,0.1229,0.04688,0.02528,0.07508,0.5755,229.9,0.6488,,0.21,0.007505,0.01599,0.02527,0.03379,0.04788,0.06357,0.08308,0.1135,0.1682,0.4412
BLZ,Belize,LAC,3,1996,1996,,FALSE,TRUE,1.182611229,1.9,265.468049665861,0.1326,0.05572,0.03575,0.09278,0.5659,139.2,0.625,,0.21,0.01011,0.02339,0.03159,0.03958,0.04765,0.05917,0.07608,0.09979,0.1472,0.4654
BLZ,Belize,LAC,3,1997,1997,,FALSE,TRUE,1.182611229,1.9,274.682926172208,0.16,0.07738,0.05467,0.1457,0.6043,137.8,0.7526,,0.22,0.006409,0.02007,0.02818,0.0356,0.0449,0.0572,0.07231,0.09385,0.1385,0.503
BLZ,Belize,LAC,3,1998,1998,,FALSE,TRUE,1.182611229,1.9,257.909692824823,0.1435,0.05829,0.03491,0.08788,0.5491,143.3,0.5821,,0.23,0.0103,0.02291,0.03065,0.03963,0.04956,0.06309,0.08248,0.1088,0.1555,0.437
BLZ,Belize,LAC,3,1999,1999,,FALSE,TRUE,1.182611229,1.9,268.57872958684,0.1392,0.06089,0.0381,0.09301,0.5326,159.5,0.5582,,0.24,0.009305,0.02282,0.03405,0.04285,0.05338,0.06665,0.08484,0.1092,0.1526,0.4243
BEN,Benin,SSA,3,2003,2003,,FALSE,TRUE,224.9172239,1.9,78.6789444605103,0.488,0.1623,0.07208,0.2214,0.3858,58.84,0.2464,,7.52,0.02858,0.04115,0.05027,0.05884,0.06928,0.08065,0.09471,0.1145,0.1509,0.3112
BEN,Benin,SSA,3,2011,2011.33,,FALSE,TRUE,224.9172239,1.9,82.4261371041259,0.5311,0.1898,0.08873,0.2648,0.4344,54.75,0.3105,,9.46,0.02462,0.03596,0.04421,0.05215,0.06116,0.07267,0.08856,0.1135,0.1624,0.3448
BEN,Benin,SSA,3,2015,2015,,FALSE,TRUE,224.9172239,1.9,82.6057597954773,0.4952,0.2236,0.1426,0.406,0.4776,58.41,0.446,,10.58,0.01003,0.02238,0.04268,0.05366,0.06463,0.0769,0.09329,0.1151,0.1451,0.3762
BTN,Bhutan,SAS,3,2003,2003,,FALSE,TRUE,16.96290663,1.9,148.542032033152,0.1764,0.0327,0.009122,0.03873,0.409,105,0.2725,,0.63,0.02813,0.0372,0.04557,0.0541,0.06501,0.07726,0.09501,0.1182,0.1573,0.3222
BTN,Bhutan,SAS,3,2007,2007,,FALSE,TRUE,16.96290663,1.9,179.653732638059,0.07952,0.01571,0.004868,0.01914,0.3809,136.7,0.2396,,0.66,0.02731,0.03928,0.04901,0.05894,0.06977,0.08328,0.09995,0.1215,0.1573,0.2937
BTN,Bhutan,SAS,3,2012,2012,,FALSE,TRUE,16.96290663,1.9,245.772133050317,0.0217,0.004124,0.001141,0.004903,0.3881,183.1,0.2495,,0.7,0.02748,0.03982,0.04918,0.05857,0.06917,0.08119,0.09689,0.1172,0.15310000000000001,0.3074
BTN,Bhutan,SAS,3,2017,2017,,FALSE,TRUE,16.96290663,1.9,267.049018361758,0.01492,0.002386,6.753e-4,0.0028769999999999998,0.3744,204.8,0.2323,,0.75,0.02737,0.03938,0.04898,0.0589,0.07032,0.08424,0.1017,0.1253,0.1645,0.2793
BOL,Bolivia,LAC,3,1992,1992,,FALSE,TRUE,2.906105727,1.9,197.260305214205,0.1524,0.04806,0.02583,0.05303,0.4911,121.9,0.4415,,7.16,0.0163,0.02928,0.03779,0.04708,0.05657,0.0688,0.08555,0.1113,0.1556,0.3917
BOL,Bolivia,LAC,3,1997,1997,,FALSE,TRUE,2.906105727,1.9,285.183005678064,0.1926,0.1002,0.0683,0.1775,0.5816,157,0.7059,,7.94,0.004784,0.01546,0.02637,0.03721,0.04891,0.06223,0.08003,0.1084,0.163,0.4536
BOL,Bolivia,LAC,3,1999,1999,,FALSE,TRUE,2.906105727,1.9,249.686117489919,0.253,0.1534,0.1141,0.314,0.581,144.4,0.794,,8.26,0.002581,0.01019,0.02238,0.03493,0.04952,0.06702,0.08907,0.1191,0.1792,0.426
BOL,Bolivia,LAC,3,2000,2000,,FALSE,TRUE,2.906105727,1.9,233.147149283063,0.2865,0.1755,0.1326,0.3719,0.6164,122.7,0.8813,,8.42,0.002368,0.008365,0.02026,0.03245,0.04632,0.06047,0.07898,0.1092,0.1632,0.4784
BOL,Bolivia,LAC,3,2001,2001,,FALSE,TRUE,2.906105727,1.9,241.820286362746,0.2283,0.1233,0.08441,0.2331,0.574,138.4,0.6979,,8.58,0.004655,0.01423,0.02617,0.03847,0.05062,0.0651,0.08273,0.1119,0.1645,0.4416
BOL,Bolivia,LAC,3,2002,2002,,FALSE,TRUE,2.906105727,1.9,241.68928875367,0.2469,0.1339,0.09464,0.2699,0.5931,131.6,0.7544,,8.74,0.003756,0.01312,0.02437,0.0362,0.04835,0.06202,0.08024,0.1084,0.1574,0.4661
BOL,Bolivia,LAC,3,2004,2004,,FALSE,TRUE,2.906105727,1.9,278.072544918381,0.1366,0.06023,0.03586,0.09809,0.5501,157.3,0.5745,,9.07,0.009165,0.02171,0.0311,0.0407,0.05112,0.06309,0.08078,0.1069,0.1563,0.4392
BOL,Bolivia,LAC,3,2005,2005,,FALSE,TRUE,2.906105727,1.9,295.808689847406,0.1924,0.09942,0.06578,0.1818,0.5853,157.3,0.705,,9.23,0.005041,0.01464,0.02539,0.0359,0.04658,0.06119,0.08047,0.1113,0.1668,0.4527
BOL,Bolivia,LAC,3,2006,2006,,FALSE,TRUE,2.906105727,1.9,315.124042991629,0.1638,0.0804,0.0524,0.1403,0.5667,174.6,0.6535,,9.4,0.005795,0.0168,0.02721,0.03746,0.04938,0.06403,0.08391,0.1142,0.1656,0.4356
BOL,Bolivia,LAC,3,2007,2007,,FALSE,TRUE,2.906105727,1.9,313.852745485556,0.1244,0.05975,0.03789,0.1028,0.5453,183.7,0.5794,,9.56,0.007835,0.02108,0.02971,0.03846,0.05178,0.06662,0.0857,0.112,0.1684,0.4185
BOL,Bolivia,LAC,3,2008,2008,,FALSE,TRUE,2.906105727,1.9,329.169360048428,0.1103,0.05034,0.0309,0.0849,0.5082,212.5,0.5034,,9.72,0.008783,0.02288,0.03455,0.04541,0.05822,0.0726,0.09135,0.1178,0.1629,0.3854
BOL,Bolivia,LAC,3,2009,2009,,FALSE,TRUE,2.906105727,1.9,348.014718905909,0.104,0.05008,0.03038,0.08076,0.4922,240.2,0.4858,,9.88,0.008301,0.02337,0.03691,0.04841,0.06183,0.07673,0.09415,0.1187,0.1624,0.3692
BOL,Bolivia,LAC,3,2011,2011,,FALSE,TRUE,2.906105727,1.9,382.293135409998,0.07289,0.03057,0.01774,0.04893,0.4608,271.4,0.4114,,10.21,0.01116,0.02658,0.03975,0.05214,0.0641,0.07869,0.09826,0.1235,0.1689,0.3369
BOL,Bolivia,LAC,3,2012,2012,,FALSE,TRUE,2.906105727,1.9,391.286898850391,0.08198,0.03957,0.02492,0.06567,0.4658,280.7,0.4405,,10.38,0.009224,0.02524,0.0385,0.05152,0.06459,0.07996,0.09982,0.1248,0.1696,0.3367
BOL,Bolivia,LAC,3,2013,2013,,FALSE,TRUE,2.906105727,1.9,431.337911157948,0.06858,0.03117,0.01868,0.05142,0.4759,301.4,0.4441,,10.54,0.0101,0.02564,0.03759,0.05008,0.06292,0.07757,0.09526,0.1215,0.1671,0.3522
BOL,Bolivia,LAC,3,2014,2014,,FALSE,TRUE,2.906105727,1.9,433.72152580581,0.05795,0.02558,0.01484,0.04014,0.4783,299.1,0.4396,,10.71,0.01116,0.02645,0.03848,0.04977,0.06202,0.07621,0.09362,0.1191,0.1628,0.3605
BOL,Bolivia,LAC,3,2015,2015,,FALSE,TRUE,2.906105727,1.9,418.110621384101,0.06354,0.02808,0.01733,0.04877,0.4673,294.9,0.4256,,10.87,0.01121,0.02758,0.03934,0.05091,0.0634,0.07812,0.09633,0.1216,0.1636,0.3479
BOL,Bolivia,LAC,3,2016,2016,,FALSE,TRUE,2.906105727,1.9,402.930580523851,0.07061,0.02956,0.01765,0.04731,0.4464,298.4,0.3979,,11.03,0.01094,0.02764,0.04115,0.05382,0.06726,0.08165,0.1006,0.1271,0.1689,0.3209
BOL,Bolivia,LAC,3,2017,2017,,FALSE,TRUE,2.906105727,1.9,406.694995802476,0.05796,0.02455,0.01376,0.03777,0.4402,302.9,0.376,,11.19,0.01236,0.02856,0.04147,0.05401,0.06726,0.08249,0.1015,0.127,0.1684,0.3169
BOL,Bolivia,LAC,3,2018,2018,,FALSE,TRUE,2.906105727,1.9,396.863247515716,0.04485,0.01707,0.00959,0.02719,0.4219,301.1,0.3369,,11.35,0.01451,0.03115,0.04431,0.05657,0.06913,0.08347,0.1016,0.1273,0.1681,0.3039
BIH,Bosnia and Herzegovina,ECA,3,2001,2001,,FALSE,TRUE,0.866935652,1.9,373.037945876151,0.003112,0.001292,6.189e-4,0.001831,0.2997,316.3,0.1567,,3.76,0.0359,0.05195,0.06215,0.0709,0.07998,0.08995,0.1031,0.1181,0.1397,0.2482
BIH,Bosnia and Herzegovina,ECA,3,2004,2004,,FALSE,TRUE,0.866935652,1.9,564.386233118267,0.001811,5.189e-4,2.572e-4,8.239e-4,0.3404,456.8,0.1938,,3.76,0.02942,0.04454,0.05541,0.06546,0.07554,0.08717,0.1022,0.1222,0.1545,0.2636
BIH,Bosnia and Herzegovina,ECA,3,2007,2007,,FALSE,TRUE,0.866935652,1.9,615.016376072676,5.826e-4,2.025e-4,8.253e-5,2.671e-4,0.3306,506.6,0.1828,,3.76,0.03008,0.04472,0.05592,0.06642,0.07695,0.0891,0.1047,0.1251,0.1558,0.2511
BIH,Bosnia and Herzegovina,ECA,3,2011,2011,,FALSE,TRUE,0.866935652,1.9,585.767891019908,5.899e-4,2.085e-4,7.716e-5,2.613e-4,0.3303,486.7,0.184,,3.66,0.02936,0.0452,0.05631,0.06665,0.07736,0.08936,0.1049,0.1241,0.1553,0.2514
BWA,Botswana,SSA,3,1985,1985.57,,FALSE,FALSE,4.438052739,1.9,122.476892307598,0.4256,0.1787,0.0955,0.2744,0.5421,69.26,0.5228,0.523,1.11,0.01434,0.02162,0.02975,0.03909,0.0502,0.06403,0.08243,0.1097,0.1595,0.4293
BWA,Botswana,SSA,3,1993,1993.33,,FALSE,FALSE,4.438052739,1.9,174.251571513029,0.3482,0.1349,0.06766,0.1933,0.6079,84.21,0.673,0.5302,1.4,0.01191,0.01842,0.02539,0.03338,0.04289,0.05472,0.07045,0.09377,0.1371,0.512
BWA,Botswana,SSA,3,2002,2002.53,,FALSE,TRUE,4.438052739,1.9,252.13371383676,0.2975,0.1141,0.05862,0.1706,0.6473,97.04,0.7959,,1.73,0.008238,0.01448,0.0199,0.02617,0.0337,0.04443,0.06295,0.0955,0.1638,0.5308
BWA,Botswana,SSA,3,2009,2009.25,,FALSE,TRUE,4.438052739,1.9,290.420441423161,0.1824,0.05781,0.02667,0.08221,0.6046,136.1,0.6686,,1.95,0.01052,0.01789,0.02499,0.03192,0.04126,0.05407,0.07133,0.09756,0.1543,0.4961
BWA,Botswana,SSA,3,2015,2015.85,,FALSE,TRUE,4.438052739,1.9,232.687324811865,0.1606,0.04341,0.01748,0.05738,0.5333,127.8,0.4971,,2.16,0.01532,0.02415,0.03097,0.03904,0.04861,0.06227,0.0816,0.1131,0.1702,0.4148
BRA,Brazil,LAC,3,1981,1981,,FALSE,TRUE,1.658782636,1.9,246.79404243807,0.2139,0.08628,0.05056,0.1102,0.5795,127.7,0.6793,,123.57,0.008372,0.01835,0.02633,0.03522,0.04576,0.0589,0.07738,0.1066,0.1642,0.4589
BRA,Brazil,LAC,3,1982,1982,,FALSE,TRUE,1.658782636,1.9,251.636724517934,0.2174,0.08665,0.0497,0.1086,0.5841,128.7,0.6923,,126.5,0.008386,0.01778,0.02554,0.03448,0.04492,0.05828,0.07692,0.1064,0.1651,0.4623
BRA,Brazil,LAC,3,1983,1983,,FALSE,TRUE,1.658782636,1.9,212.387399345818,0.277,0.1127,0.06461,0.145,0.59,105.6,0.725,,129.45,0.008376,0.01772,0.02511,0.03358,0.04367,0.05654,0.07545,0.1055,0.1661,0.468
BRA,Brazil,LAC,3,1984,1984,,FALSE,TRUE,1.658782636,1.9,211.135019190617,0.2689,0.1065,0.06036,0.1398,0.5837,106.4,0.7116,,132.38,0.008871,0.01855,0.02596,0.03452,0.04444,0.05762,0.07607,0.105,0.1637,0.4653
BRA,Brazil,LAC,3,1985,1985,,FALSE,TRUE,1.658782636,1.9,222.825663878569,0.2311,0.09037,0.05102,0.1211,0.5557,121.1,0.6529,,135.27,0.009384,0.01945,0.02757,0.03705,0.04778,0.06249,0.08272,0.1138,0.1744,0.4254
BRA,Brazil,LAC,3,1986,1986,,FALSE,TRUE,1.658782636,1.9,398.372287615648,0.105,0.04057,0.02484,0.04302,0.5846,203,0.6821,,138.11,0.008637,0.01795,0.02594,0.03449,0.04493,0.05827,0.07689,0.1049,0.1623,0.4657
BRA,Brazil,LAC,3,1987,1987,,FALSE,TRUE,1.658782636,1.9,312.800888841558,0.1776,0.07249,0.04307,0.09054,0.5969,154.9,0.7427,,140.89,0.007388,0.01636,0.02417,0.03282,0.04357,0.0571,0.07609,0.1051,0.1635,0.4738
BRA,Brazil,LAC,3,1988,1988,,FALSE,TRUE,1.658782636,1.9,308.389547045878,0.2012,0.08578,0.05225,0.1156,0.6143,145.2,0.8223,,143.63,0.006383,0.01502,0.02243,0.03088,0.04108,0.05444,0.07283,0.1022,0.1629,0.4919
BRA,Brazil,LAC,3,1989,1989,,FALSE,TRUE,1.658782636,1.9,358.04194121119,0.183,0.07729,0.04718,0.09695,0.633,156.3,0.8209,,146.33,0.005979,0.01391,0.02089,0.0287,0.03818,0.05097,0.06916,0.09908,0.1616,0.5115
BRA,Brazil,LAC,3,1990,1990,,FALSE,TRUE,1.658782636,1.9,280.793112006215,0.2163,0.0875,0.04945,0.1219,0.6049,134.7,0.7457,,149,0.007562,0.01569,0.0232,0.03145,0.04196,0.05526,0.07439,0.1044,0.1653,0.4808
BRA,Brazil,LAC,3,1992,1992,,FALSE,TRUE,1.658782636,1.9,223.570310987823,0.2095,0.0913,0.0564,0.1291,0.5317,135.5,0.6664,,154.26,0.008152,0.01999,0.0299,0.04092,0.05336,0.06911,0.08913,0.1185,0.1741,0.3969
BRA,Brazil,LAC,3,1993,1993,,FALSE,TRUE,1.658782636,1.9,281.249423170037,0.1992,0.0856,0.05233,0.1222,0.6012,139.3,0.761,,156.85,0.006941,0.01657,0.02467,0.03345,0.04377,0.05688,0.0738,0.1012,0.1581,0.4845
BRA,Brazil,LAC,3,1995,1995,,FALSE,TRUE,1.658782636,1.9,377.018592155592,0.1299,0.05326,0.03267,0.06149,0.5957,185,0.6985,,162.02,0.007551,0.01677,0.02465,0.03346,0.04409,0.05653,0.07475,0.1039,0.1629,0.4754
BRA,Brazil,LAC,3,1996,1996,,FALSE,TRUE,1.658782636,1.9,379.055269450013,0.1417,0.06137,0.03926,0.06741,0.5989,187.8,0.7265,,164.61,0.006598,0.01586,0.02386,0.03295,0.04374,0.05662,0.07572,0.1059,0.1652,0.4735
BRA,Brazil,LAC,3,1997,1997,,FALSE,TRUE,1.658782636,1.9,374.67873443645,0.1399,0.05984,0.03771,0.07008,0.598,185.8,0.7185,,167.21,0.00685,0.01614,0.02404,0.03293,0.04382,0.05667,0.07579,0.1057,0.1641,0.4739
BRA,Brazil,LAC,3,1998,1998,,FALSE,TRUE,1.658782636,1.9,386.098183293168,0.1271,0.05208,0.0322,0.05655,0.5961,192.7,0.7045,,169.79,0.007479,0.01669,0.02469,0.03348,0.04397,0.05653,0.0751,0.1039,0.1622,0.4759
BRA,Brazil,LAC,3,1999,1999,,FALSE,TRUE,1.658782636,1.9,362.085747550433,0.1336,0.05394,0.03297,0.06143,0.5899,185.2,0.6861,,172.32,0.007809,0.01723,0.0253,0.03421,0.04501,0.0575,0.07545,0.1045,0.163,0.47
BRA,Brazil,LAC,3,2001,2001,,FALSE,TRUE,1.658782636,1.9,405.604562537475,0.1159,0.04592,0.02644,0.0701,0.5841,210.8,0.6607,,177.2,0.007802,0.01697,0.02532,0.03469,0.04568,0.05961,0.07785,0.1068,0.1643,0.461
BRA,Brazil,LAC,3,2002,2002,,FALSE,TRUE,1.658782636,1.9,411.845601722717,0.1031,0.03875,0.02137,0.05663,0.5811,213.6,0.6431,,179.54,0.0086,0.01774,0.0258,0.03491,0.04586,0.059520000000000003,0.07748,0.106,0.1628,0.4613
BRA,Brazil,LAC,3,2003,2003,,FALSE,TRUE,1.658782636,1.9,391.735491180147,0.1109,0.04288,0.02421,0.06489,0.5756,207.7,0.6344,,181.81,0.008479,0.01796,0.02628,0.03569,0.04662,0.06072,0.07911,0.1075,0.1635,0.4541
BRA,Brazil,LAC,3,2004,2004,,FALSE,TRUE,1.658782636,1.9,393.708234243179,0.09732,0.03612,0.01984,0.054,0.5648,214.1,0.6016,,184.01,0.00938,0.01927,0.02768,0.03703,0.04803,0.062,0.08019,0.108,0.163,0.4454
BRA,Brazil,LAC,3,2005,2005,,FALSE,TRUE,1.658782636,1.9,413.605456956727,0.08639,0.03158,0.0172,0.04639,0.5632,226.5,0.5955,,186.13,0.009643,0.01961,0.02799,0.03741,0.0484,0.06241,0.08016,0.1072,0.1608,0.4463
BRA,Brazil,LAC,3,2006,2006,,FALSE,TRUE,1.658782636,1.9,444.289814271255,0.07199,0.0268,0.01467,0.03854,0.5565,246.8,0.5792,,188.17,0.00994,0.02029,0.02897,0.03845,0.04937,0.06301,0.08098,0.1075,0.1609,0.4406
BRA,Brazil,LAC,3,2007,2007,,FALSE,TRUE,1.658782636,1.9,459.414453393404,0.06809,0.02788,0.01669,0.04144,0.5493,264.4,0.5745,,190.13,0.009617,0.0206,0.02949,0.03942,0.05093,0.06519,0.08276,0.1091,0.1609,0.4319
BRA,Brazil,LAC,3,2008,2008,,FALSE,TRUE,1.658782636,1.9,484.064650041635,0.05586,0.02168,0.01248,0.03098,0.5404,282.8,0.5481,,192.03,0.01044,0.02146,0.03073,0.04065,0.05207,0.06616,0.08335,0.1095,0.1607,0.425
BRA,Brazil,LAC,3,2009,2009,,FALSE,TRUE,1.658782636,1.9,498.915582056534,0.0541,0.0211,0.01205,0.02998,0.5369,295.4,0.5414,,193.89,0.01045,0.02175,0.03114,0.04131,0.05272,0.06677,0.08398,0.1098,0.1602,0.4218
BRA,Brazil,LAC,3,2011,2011,,FALSE,TRUE,1.658782636,1.9,537.091679743356,0.04723,0.0195,0.01134,0.02541,0.5295,325.3,0.5292,,197.51,0.01063,0.02262,0.0323,0.04251,0.054,0.06834,0.08498,0.1097,0.1578,0.4171
BRA,Brazil,LAC,3,2012,2012,,FALSE,TRUE,1.658782636,1.9,592.321236487158,0.0377,0.01386,0.007512,0.01681,0.5355,352.3,0.5331,,199.29,0.01093,0.02247,0.03177,0.04175,0.053,0.06671,0.08343,0.108,0.1563,0.4256
BRA,Brazil,LAC,3,2013,2013,,FALSE,TRUE,1.658782636,1.9,614.356461374562,0.03104,0.01045,0.005448,0.01243,0.5275,370.4,0.5117,,201.04,0.01167,0.02305,0.03265,0.042659999999999997,0.05398,0.06759,0.08398,0.1086,0.1575,0.4183
BRA,Brazil,LAC,3,2014,2014,,FALSE,TRUE,1.658782636,1.9,633.098256737498,0.02748,0.008811,0.004682,0.00981,0.5211,385.7,0.4974,,202.76,0.01218,0.02382,0.03337,0.04338,0.05463,0.0679,0.08472,0.1096,0.1585,0.4119
BRA,Brazil,LAC,3,2015,2015,,FALSE,TRUE,1.658782636,1.9,613.071464586887,0.03181,0.0106,0.005715,0.01182,0.5194,376.9,0.4989,,204.47,0.0118,0.02377,0.03351,0.04378,0.05508,0.06878,0.0854,0.11,0.1589,0.4089
BRA,Brazil,LAC,3,2016,2016,,FALSE,TRUE,1.658782636,1.9,615.323498583871,0.03897,0.01418,0.007765,0.01702,0.533,369.8,0.5326,,206.16,0.01057,0.02224,0.03196,0.04219,0.05351,0.06739,0.0836,0.1086,0.1592,0.4207
